,polarity,text
1664,neutral,Here they are pic.twitter.com/9Ruih1odGI
1111,positive,@JumiaKenya : FOMO! FOMO! FOMO! Tell your BFF! https:// goo.gl/kGQdxo pic.twitter.com/y3d8EGBwwQ https:// m.twitter.com/JumiaKenya
471,neutral,@JumiaKenya ORDER N.° 304294386 How far with my prepaid order
682,neutral,Can you guys guarantee a delivery by kesho ?
638,negative,@JumiaKenya you have not yet responded to my cancellation..
1332,neutral,@JumiaKenya ADA-309229886-NI7 #309229886 please advise.
1620,negative,I never switch off my fine!
1418,negative,"@JumiaKenya where is this order, its already 21 days 303713796"
1284,neutral,I am available now how can you help?
36,positive,Cheers!
763,negative,@JumiaKenya what's happening to my order?
338,negative,"Uhh , y'all didn't text me to specify the pick up timeline . Let me re order then"
1763,neutral,@JumiaKenya I did send you a DM
1339,negative,@JumiaKenya Kindly check for me Order #302668686 the phone has a charging problem
401,neutral,@JumiaKenya do you have the Tecno Boom J9?
697,neutral,am trying to order a hp laptop to be delivered in muranga town
846,negative,@JumiaKenya #301673186 am trying to reach you but all I hear is music. Can you please advise me when my order will be delivered.
990,neutral,@JumiaKenya hi this order number has been cancelled 303172886 what could be problem? pliz follow me ndo tu DM
1070,negative,@JumiaKenya I might have gone loss for thinking you are better than other online stores.. But you might Regret this one..
1635,neutral,No picking from posta kitale
1297,neutral,"Am i getting this package or what?---->#309143696.Apparently your rider took it to Ngong road last Friday,what is the status now?"
1601,negative,hahaha jumia sells unga at 5/= and you have to part with 300/= for delivery or on drop points
659,neutral,Delivery in Nairobi Industrial area
1516,negative,@JumiaKenya hello am trying to place an order with no success please help
1259,positive,Thanks for the info
1760,negative,@JumiaKenya S9- Wireless bluetooth sport order number #303298286. do not hold power please i need a refund or another item functioning well
56,neutral,does it support voice calls?
982,neutral,OK thanks
918,negative,"@JumiaKenya , what is the state of this (Your Jumia Order 302295886 - item(s) have been shipped) delivery. Your guys ain't answering my email"
1540,neutral,I want to pick it myself from a pickup station in Nairobi. I don't want it to be delivered.
273,neutral,he wants to get a 32' inch one that costs 18000/=
1586,neutral,Right. I'll be waiting
1609,negative,why make payment and it still has its warranty
1133,negative,@JumiaKenya Order number 306469886 HTC One E8 phone received on 29the Jul 2017 is faulty.Kindly assist.
172,neutral,Its a phone and am in kabarnet
1017,negative,Follow back so i can DM
1529,negative,@JumiaKenya I bought a charger with you guys but it's faulty! Way forward?
742,negative,@JumiaKenya @ConsumersKenya ordered for smartphone online which was in stock. Then you cancel my order after 3 days. Very poor service. pic.twitter.com/aMGlU4AVVj
1588,negative,@JumiaKenya what happened to order No.305319196. It has already delayed for 3weeks.
1283,neutral,@JumiaKenya hii smart wristband ya 50mAh... Battery life yake ni how long?
1101,positive,"Yeah,Iam sorted by your polite helpful agent.thanks"
728,neutral,on the email from paypal?there is no transaction code on that email. My card was charged so kindly check on your side as well.
1564,neutral,Okay but the 21 days max are elapsing this week..
1274,negative,@JumiaKenya cancelling an order yet a call was made to confirm whether to pick up the product?So inconveniencing & annoying! #KOT be warned
1251,negative,@JumiaKenya hey guys i ordered a shoe size n'a hainitoshi any help u can offer
110,negative,And we might consider shifting shop
829,negative,I haven't received any communication.The calls goes through but no ones cares to pick. @JumiaKenya
616,neutral,by giving us free vouchers
205,negative,I have the phone it has been delivered what is happening at your end seriously?
256,negative,"@JumiaKenya I was expecting my order 305634276 ready at my pickup station by yesterday according to the email comm, what cld have happened?"
93,neutral,hello. What happens at that centre kindly guide me
